country,question,mcm_score,universal_mcm_score,pew_rating,pew_score
Bolivia,using contraceptives,-0.22841694951057434,-0.10303444415330887,"{'Morally acceptable': 0.5725, 'Not a moral issue': 0.1375, 'Morally unacceptable': 0.18125}",0.39125
Bolivia,getting a divorce,-0.5804503560066223,-0.6848945021629333,"{'Morally acceptable': 0.29375, 'Not a moral issue': 0.105, 'Morally unacceptable': 0.4825}",-0.18874999999999997
Bolivia,having an abortion,-0.6273879408836365,-0.7290788292884827,"{'Morally acceptable': 0.05, 'Not a moral issue': 0.0375, 'Morally unacceptable': 0.82}",-0.7699999999999999
Bolivia,homosexuality,0.23632217943668365,0.4466725289821625,"{'Morally acceptable': 0.31375, 'Not a moral issue': 0.0925, 'Morally unacceptable': 0.5125}",-0.19874999999999998
Bolivia,drinking alcohol,-0.24245284497737885,0.013909057714045048,"{'Morally acceptable': 0.1225, 'Not a moral issue': 0.12625, 'Morally unacceptable': 0.695}",-0.5725
Bolivia,married people having an affair,-0.30862048268318176,-0.24185128509998322,"{'Morally acceptable': 0.06, 'Not a moral issue': 0.05375, 'Morally unacceptable': 0.8425}",-0.7825
Bolivia,gambling,-0.28348007798194885,-0.21771496534347534,"{'Morally acceptable': 0.1, 'Not a moral issue': 0.17375, 'Morally unacceptable': 0.6075}",-0.5075000000000001
Bolivia,sex between unmarried adults,-0.3822947144508362,-0.3198992609977722,"{'Morally acceptable': 0.20625, 'Not a moral issue': 0.10375, 'Morally unacceptable': 0.5325}",-0.32625
Venezuela,using contraceptives,-0.4741465449333191,-0.10303444415330887,"{'Morally acceptable': 0.824, 'Not a moral issue': 0.084, 'Morally unacceptable': 0.051}",0.7729999999999999
Venezuela,getting a divorce,-0.7252094745635986,-0.6848945021629333,"{'Morally acceptable': 0.581, 'Not a moral issue': 0.08, 'Morally unacceptable': 0.242}",0.33899999999999997
Venezuela,having an abortion,-0.7212746739387512,-0.7290788292884827,"{'Morally acceptable': 0.083, 'Not a moral issue': 0.06, 'Morally unacceptable': 0.77}",-0.687
Venezuela,homosexuality,0.0967530757188797,0.4466725289821625,"{'Morally acceptable': 0.316, 'Not a moral issue': 0.119, 'Morally unacceptable': 0.492}",-0.176
Venezuela,drinking alcohol,-0.44196587800979614,0.013909057714045048,"{'Morally acceptable': 0.357, 'Not a moral issue': 0.167, 'Morally unacceptable': 0.392}",-0.03500000000000003
Venezuela,married people having an affair,-0.4624709486961365,-0.24185128509998322,"{'Morally acceptable': 0.116, 'Not a moral issue': 0.088, 'Morally unacceptable': 0.755}",-0.639
Venezuela,gambling,-0.4821091890335083,-0.21771496534347534,"{'Morally acceptable': 0.2, 'Not a moral issue': 0.15, 'Morally unacceptable': 0.594}",-0.39399999999999996
Venezuela,sex between unmarried adults,-0.5441957116127014,-0.3198992609977722,"{'Morally acceptable': 0.605, 'Not a moral issue': 0.126, 'Morally unacceptable': 0.21}",0.395
El Salvador,using contraceptives,-0.13028910756111145,-0.10303444415330887,"{'Morally acceptable': 0.6376262626262627, 'Not a moral issue': 0.10984848484848485, 'Morally unacceptable': 0.21717171717171718}",0.42045454545454547
El Salvador,getting a divorce,-0.5138984322547913,-0.6848945021629333,"{'Morally acceptable': 0.30303030303030304, 'Not a moral issue': 0.09595959595959595, 'Morally unacceptable': 0.47853535353535354}",-0.1755050505050505
El Salvador,having an abortion,-0.49278151988983154,-0.7290788292884827,"{'Morally acceptable': 0.01893939393939394, 'Not a moral issue': 0.030303030303030304, 'Morally unacceptable': 0.8535353535353535}",-0.8345959595959596
El Salvador,homosexuality,0.2861221432685852,0.4466725289821625,"{'Morally acceptable': 0.16792929292929293, 'Not a moral issue': 0.09217171717171717, 'Morally unacceptable': 0.7032828282828283}",-0.5353535353535354
El Salvador,drinking alcohol,-0.10804249346256256,0.013909057714045048,"{'Morally acceptable': 0.08838383838383838, 'Not a moral issue': 0.08838383838383838, 'Morally unacceptable': 0.803030303030303}",-0.7146464646464646
El Salvador,married people having an affair,-0.2566888630390167,-0.24185128509998322,"{'Morally acceptable': 0.036616161616161616, 'Not a moral issue': 0.041666666666666664, 'Morally unacceptable': 0.8939393939393939}",-0.8573232323232323
El Salvador,gambling,-0.10387247800827026,-0.21771496534347534,"{'Morally acceptable': 0.059343434343434344, 'Not a moral issue': 0.10984848484848485, 'Morally unacceptable': 0.8080808080808081}",-0.7487373737373737
El Salvador,sex between unmarried adults,-0.37869948148727417,-0.3198992609977722,"{'Morally acceptable': 0.2398989898989899, 'Not a moral issue': 0.1351010101010101, 'Morally unacceptable': 0.5580808080808081}",-0.3181818181818182
