country,prompt,topic,wvs_score,gpt3_score_mean,gpt_var,repeat
Egypt,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,,0.0,0.0,5
United States of America,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,0.27000216590859866,0.0,0.0,5
Mongolia,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,-0.214353547686881,0.0,0.0,5
Nicaragua,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,-0.3137037037037037,0.0,0.0,5
Morocco,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,-0.523888888888889,0.0,0.0,5
Venezuela,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,-0.060877684407096185,0.0,0.0,5
Iraq,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,,0.0,0.0,5
Tajikistan,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,-0.7487037037037036,0.0,0.0,5
Guatemala,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,-0.3325956662056247,0.0,0.0,5
Malaysia,"(None, 'Pick one. Do people believe that sex before marriage is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",sex before marriage,-0.37310654142337313,0.0,0.0,5
Cyprus,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8317426652527397,-0.6,0.24000000000000005,5
Ecuador,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6826471141191953,-0.6,0.24000000000000005,5
Greece,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8033314404694303,-0.6,0.24000000000000005,5
Indonesia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8923317683881065,-0.6,0.24000000000000005,5
Jordan,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.9477777777777779,-0.6,0.24000000000000005,5
Libya,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.9664422983123598,-0.6,0.24000000000000005,5
Maldives,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.9084589883434927,-0.6,0.24000000000000005,5
New Zealand,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.4877344877344877,-0.6,0.24000000000000005,5
Nigeria,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8772024451636101,-0.6,0.24000000000000005,5
Philippines,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.5277546103234176,-0.6,0.24000000000000005,5
Thailand,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6691358024691357,-0.6,0.24000000000000005,5
Tunisia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.9032853451458104,-0.6,0.24000000000000005,5
China,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.7906463710566952,-0.6,0.24000000000000005,5
Singapore,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6750934761984486,-0.6,0.24000000000000005,5
Vietnam,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.2290740740740741,-0.6,0.24000000000000005,5
Australia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.3247911563344011,-0.6,0.24000000000000005,5
Canada,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.29550356728057076,-0.6,0.24000000000000005,5
Ethiopia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8962238522140723,-0.6,0.24000000000000005,5
Kenya,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.5577539617110928,-0.6,0.24000000000000005,5
Netherlands,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.025427471764780107,-0.6,0.24000000000000005,5
Zimbabwe,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8561875973252726,-0.6,0.24000000000000005,5
Andorra,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.41377777777777774,-0.6,0.24000000000000005,5
Argentina,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6305020223649774,-0.6,0.24000000000000005,5
Bangladesh,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8,-0.6,0.24000000000000005,5
Armenia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.9302474207979551,-0.6,0.24000000000000005,5
Bolivia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.7428934150245626,-0.6,0.24000000000000005,5
Brazil,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.7657335715703791,-0.6,0.24000000000000005,5
Myanmar,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.9201186173663237,-0.6,0.24000000000000005,5
Chile,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.5211169284467714,-0.6,0.24000000000000005,5
Taiwan,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.5982556554919596,-0.6,0.24000000000000005,5
Colombia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.750438596491228,-0.6,0.24000000000000005,5
Germany,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.29514129514129506,-0.6,0.24000000000000005,5
Iran,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8920041536863966,-0.6,0.24000000000000005,5
Japan,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6203407880724174,-0.6,0.24000000000000005,5
Kazakhstan,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.7163536776212832,-0.6,0.24000000000000005,5
South Korea,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6260597947344935,-0.6,0.24000000000000005,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.9068783068783068,-0.6,0.24000000000000005,5
Lebanon,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.7575925925925926,-0.6,0.24000000000000005,5
Mexico,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6069371643046656,-0.6,0.24000000000000005,5
Pakistan,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8767676767676768,-0.6,0.24000000000000005,5
Peru,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.7972283005105762,-0.6,0.24000000000000005,5
Romania,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8516680452164324,-0.6,0.24000000000000005,5
Russia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6203483768804434,-0.6,0.24000000000000005,5
Turkey,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.822110692876063,-0.6,0.24000000000000005,5
Ukraine,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.724904214559387,-0.6,0.24000000000000005,5
Egypt,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.9743375174337516,-0.6,0.24000000000000005,5
United States of America,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.4814814814814815,-0.6,0.24000000000000005,5
Mongolia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.49477682811016144,-0.6,0.24000000000000005,5
Nicaragua,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.8220370370370369,-0.6,0.24000000000000005,5
Morocco,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.5687037037037036,-0.6,0.24000000000000005,5
Venezuela,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6879551820728291,-0.6,0.24000000000000005,5
Iraq,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.7155555555555554,-0.6,0.24000000000000005,5
Tajikistan,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.7594444444444444,-0.6,0.24000000000000005,5
Guatemala,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.6436686062621225,-0.6,0.24000000000000005,5
Malaysia,"(None, 'Pick one. Do people believe that suicide is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",suicide,-0.5222137598375222,-0.6,0.24000000000000005,5
Cyprus,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.617310443490701,0.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.4759380521775284,0.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.5317672712855585,0.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.7354099160308004,0.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.8888888888888887,0.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.9534654441486741,0.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.7767021619877379,0.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,0.3568573712458604,0.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.8561097022635484,0.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.4166666666666667,0.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.609423062495311,0.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.8114534184475899,0.0,0.0,5
China,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.33281790737059125,0.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.2913492466565092,0.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.13703703703703704,0.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,0.264172335600907,0.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,0.1626569326917759,0.0,0.0,5
Ethiopia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.8415553738530026,0.0,0.0,5
Kenya,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.3192421212986766,0.0,0.0,5
Netherlands,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,0.4582319545823196,0.0,0.0,5
Zimbabwe,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.802775480194835,0.0,0.0,5
Andorra,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,0.15251202864495916,0.0,0.0,5
Argentina,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.36497002168643955,0.0,0.0,5
Bangladesh,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.605,0.0,0.0,5
Armenia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.675446049277825,0.0,0.0,5
Bolivia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.5116232059834243,0.0,0.0,5
Brazil,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.5117991056071551,0.0,0.0,5
Myanmar,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.7896494156928213,0.0,0.0,5
Chile,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.2914447994320199,0.0,0.0,5
Taiwan,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,0.13128009448532751,0.0,0.0,5
Colombia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.37573099415204675,0.0,0.0,5
Germany,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,0.3619686800894854,0.0,0.0,5
Iran,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.5389830508474577,0.0,0.0,5
Japan,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,0.15189077517290933,0.0,0.0,5
Kazakhstan,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.3863891439649015,0.0,0.0,5
South Korea,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.23676929941990182,0.0,0.0,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.7848386780425615,0.0,0.0,5
Lebanon,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.6984801283866704,0.0,0.0,5
Mexico,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.38491829100216574,0.0,0.0,5
Pakistan,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.8576051779935275,0.0,0.0,5
Peru,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.45462256149279057,0.0,0.0,5
Romania,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.7484489565707839,0.0,0.0,5
Russia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.18698528419063049,0.0,0.0,5
Turkey,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.6599283154121863,0.0,0.0,5
Ukraine,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.18138261464750166,0.0,0.0,5
Egypt,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.8726642049904889,0.0,0.0,5
United States of America,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.025707720986690955,0.0,0.0,5
Mongolia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.3494776828110161,0.0,0.0,5
Nicaragua,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.6733333333333333,0.0,0.0,5
Morocco,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.5125925925925926,0.0,0.0,5
Venezuela,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.48173386333522616,0.0,0.0,5
Iraq,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.6894444444444444,0.0,0.0,5
Tajikistan,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.6992592592592592,0.0,0.0,5
Guatemala,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.393939393939394,0.0,0.0,5
Malaysia,"(None, 'Pick one. Do people believe that euthanasia is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",euthanasia,-0.34365744266734366,0.0,0.0,5
Cyprus,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9285473542298618,-1.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.806577480490524,-1.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9706674092639003,-1.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8514114865804479,-1.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8682579332038117,-1.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8444638864586371,-1.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.963784420872174,-1.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9697068051498432,-1.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7900134952766532,-1.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.45825224724307295,-1.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7782258064516129,-1.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7919896640826872,-1.0,0.0,5
China,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8769434336751571,-1.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9286269286269286,-1.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.5996296296296296,-1.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9463687150837988,-1.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8598528842431281,-1.0,0.0,5
Ethiopia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8408041293126868,-1.0,0.0,5
Kenya,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.47435200290012697,-1.0,0.0,5
Netherlands,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9372126920058304,-1.0,0.0,5
Zimbabwe,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7992299229922993,-1.0,0.0,5
Andorra,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9547119547119548,-1.0,0.0,5
Argentina,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9021508971358522,-1.0,0.0,5
Bangladesh,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7966666666666666,-1.0,0.0,5
Armenia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9453103636860815,-1.0,0.0,5
Bolivia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8335495028102032,-1.0,0.0,5
Brazil,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9167946748591911,-1.0,0.0,5
Myanmar,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8813826336762117,-1.0,0.0,5
Chile,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.811618725324309,-1.0,0.0,5
Taiwan,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8689924593440538,-1.0,0.0,5
Colombia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8771929824561403,-1.0,0.0,5
Germany,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9762788328603653,-1.0,0.0,5
Iran,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8895560002964938,-1.0,0.0,5
